Year_Month,Card_type,Line,Trip
Jun-21,Employee,F5 Neutral Bay,72
Jun-21,Free Travel,F5 Neutral Bay,26
Jun-21,School Student,F5 Neutral Bay,158
Jun-21,Senior/Pensioner,F5 Neutral Bay,5234
Jun-21,Sgl Trip Ferry Adult,F5 Neutral Bay,112
Jun-21,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,71
Jun-21,Adult,F6 Mosman Bay,13471
Jun-21,CTP,F6 Mosman Bay,8746
Jun-21,Child/Youth,F6 Mosman Bay,771
Jun-21,Concession,F6 Mosman Bay,849
Jun-21,Employee,F6 Mosman Bay,109
Jun-21,Free Travel,F6 Mosman Bay,56
Jun-21,School Student,F6 Mosman Bay,301
Jun-21,Senior/Pensioner,F6 Mosman Bay,7264
Jun-21,Sgl Trip Ferry Adult,F6 Mosman Bay,216
Jun-21,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,134
Jun-21,Adult,F7 Double Bay,3146
Jun-21,CTP,F7 Double Bay,3774
Jun-21,Child/Youth,F7 Double Bay,183
Jun-21,Concession,F7 Double Bay,108
Jun-21,Employee,F7 Double Bay,17
Jun-21,Free Travel,F7 Double Bay,9
Jun-21,School Student,F7 Double Bay,28
Jun-21,Senior/Pensioner,F7 Double Bay,1685
Jun-21,Sgl Trip Ferry Adult,F7 Double Bay,52
Jun-21,Sgl Trip Ferry Child/Youth,F7 Double Bay,19
Jun-21,Adult,F8 Cockatoo Island,9736
Jun-21,CTP,F8 Cockatoo Island,7112
Jun-21,Child/Youth,F8 Cockatoo Island,1666
Jun-21,Concession,F8 Cockatoo Island,443
Jun-21,Day Pass Child/Youth w/o SAF,F8 Cockatoo Island,40
Jun-21,Employee,F8 Cockatoo Island,130
Jun-21,Free Travel,F8 Cockatoo Island,66
Jun-21,School Student,F8 Cockatoo Island,689
Jun-21,Senior/Pensioner,F8 Cockatoo Island,4954
Jun-21,Sgl Trip Ferry Adult,F8 Cockatoo Island,164
Jun-21,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,90
Jun-21,Adult,F9 Watsons Bay,18987
Jun-21,CTP,F9 Watsons Bay,19440
Jun-21,Child/Youth,F9 Watsons Bay,1854
Jun-21,Concession,F9 Watsons Bay,951
Jun-21,Employee,F9 Watsons Bay,194
Jun-21,Free Travel,F9 Watsons Bay,67
Jun-21,School Student,F9 Watsons Bay,256
Jun-21,Senior/Pensioner,F9 Watsons Bay,9071
Jun-21,Sgl Trip Ferry Adult,F9 Watsons Bay,424
Jun-21,Sgl Trip Ferry Child/Youth,F9 Watsons Bay,207
Jul-21,Adult,118F Newcastle,8018
Jul-21,CTP,118F Newcastle,8067
Jul-21,Child/Youth,118F Newcastle,2316
Jul-21,Concession,118F Newcastle,348
Jul-21,Day Pass without SAF,118F Newcastle,1
Jul-21,Employee,118F Newcastle,209
Jul-21,Free Travel,118F Newcastle,197
Jul-21,School Student,118F Newcastle,640
Jul-21,Senior/Pensioner,118F Newcastle,6713
Jul-21,Adult,F1 Manly,5552
Jul-21,CTP,F1 Manly,2784
Jul-21,Child/Youth,F1 Manly,182
Jul-21,Concession,F1 Manly,261
Jul-21,Day Pass without SAF,F1 Manly,2
Jul-21,Employee,F1 Manly,99
Jul-21,Free Travel,F1 Manly,61
Jul-21,School Student,F1 Manly,3
Jul-21,Senior/Pensioner,F1 Manly,2606
Jul-21,Sgl Trip Ferry Adult,F1 Manly,53
Jul-21,Sgl Trip Ferry Child/Youth,F1 Manly,50
Jul-21,Adult,F2 Taronga Zoo,898
Jul-21,CTP,F2 Taronga Zoo,698
Jul-21,Child/Youth,F2 Taronga Zoo,87
Jul-21,Concession,F2 Taronga Zoo,90
Jul-21,Employee,F2 Taronga Zoo,9
Jul-21,School Student,F2 Taronga Zoo,1
Jul-21,Senior/Pensioner,F2 Taronga Zoo,458
Jul-21,Sgl Trip Ferry Adult,F2 Taronga Zoo,12
Jul-21,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,6
Jul-21,Adult,F3 Parramatta River,4071
Jul-21,CTP,F3 Parramatta River,2762
Jul-21,Child/Youth,F3 Parramatta River,277
Jul-21,Concession,F3 Parramatta River,235
Jul-21,Employee,F3 Parramatta River,122
Jul-21,Free Travel,F3 Parramatta River,18
Jul-21,School Student,F3 Parramatta River,20
Jul-21,Senior/Pensioner,F3 Parramatta River,1683
Jul-21,Sgl Trip Ferry Adult,F3 Parramatta River,23
Jul-21,Sgl Trip Ferry Child/Youth,F3 Parramatta River,32
Jul-21,Adult,F4 Pyrmont Bay,3808
Jul-21,CTP,F4 Pyrmont Bay,4048
Jul-21,Child/Youth,F4 Pyrmont Bay,356
Jul-21,Concession,F4 Pyrmont Bay,247
Jul-21,Day Pass without SAF,F4 Pyrmont Bay,1
Jul-21,Employee,F4 Pyrmont Bay,178
Jul-21,Free Travel,F4 Pyrmont Bay,27
Jul-21,School Student,F4 Pyrmont Bay,11
Jul-21,Senior/Pensioner,F4 Pyrmont Bay,2245
Jul-21,Sgl Trip Ferry Adult,F4 Pyrmont Bay,53
Jul-21,Sgl Trip Ferry Child/Youth,F4 Pyrmont Bay,40
Jul-21,Adult,F5 Neutral Bay,1556
Jul-21,CTP,F5 Neutral Bay,1181
Jul-21,Child/Youth,F5 Neutral Bay,78
Jul-21,Concession,F5 Neutral Bay,91
Jul-21,Employee,F5 Neutral Bay,23
Jul-21,Free Travel,F5 Neutral Bay,9
Jul-21,School Student,F5 Neutral Bay,1
Jul-21,Senior/Pensioner,F5 Neutral Bay,977
Jul-21,Sgl Trip Ferry Adult,F5 Neutral Bay,6
Jul-21,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,12
Jul-21,Adult,F6 Mosman Bay,2226
Jul-21,CTP,F6 Mosman Bay,1232
Jul-21,Child/Youth,F6 Mosman Bay,143
Jul-21,Concession,F6 Mosman Bay,169
Jul-21,Employee,F6 Mosman Bay,16
Jul-21,Free Travel,F6 Mosman Bay,1
Jul-21,School Student,F6 Mosman Bay,20
Jul-21,Senior/Pensioner,F6 Mosman Bay,1027
Jul-21,Sgl Trip Ferry Adult,F6 Mosman Bay,12
Jul-21,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,12
Jul-21,Adult,F7 Double Bay,558
Jul-21,CTP,F7 Double Bay,612
Jul-21,Child/Youth,F7 Double Bay,26
Jul-21,Concession,F7 Double Bay,35
Jul-21,Free Travel,F7 Double Bay,4
Jul-21,School Student,F7 Double Bay,2
Jul-21,Senior/Pensioner,F7 Double Bay,295
Jul-21,Sgl Trip Ferry Adult,F7 Double Bay,2
Jul-21,Adult,F8 Cockatoo Island,1432
Jul-21,CTP,F8 Cockatoo Island,771
Jul-21,Child/Youth,F8 Cockatoo Island,123
Jul-21,Concession,F8 Cockatoo Island,103
Jul-21,Employee,F8 Cockatoo Island,31
Jul-21,Free Travel,F8 Cockatoo Island,10
Jul-21,School Student,F8 Cockatoo Island,3
Jul-21,Senior/Pensioner,F8 Cockatoo Island,762
Jul-21,Sgl Trip Ferry Adult,F8 Cockatoo Island,3
Jul-21,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,4
Jul-21,Adult,F9 Watsons Bay,2338
Jul-21,CTP,F9 Watsons Bay,2957
Jul-21,Child/Youth,F9 Watsons Bay,171
Jul-21,Concession,F9 Watsons Bay,105
Jul-21,Employee,F9 Watsons Bay,47
Jul-21,Free Travel,F9 Watsons Bay,26
Jul-21,School Student,F9 Watsons Bay,2
Jul-21,Senior/Pensioner,F9 Watsons Bay,934
Jul-21,Sgl Trip Ferry Adult,F9 Watsons Bay,32
Jul-21,Sgl Trip Ferry Child/Youth,F9 Watsons Bay,29
Aug-21,Adult,118F Newcastle,3275
Aug-21,CTP,118F Newcastle,3348
Aug-21,Child/Youth,118F Newcastle,465
Aug-21,Concession,118F Newcastle,138
Aug-21,Employee,118F Newcastle,168
Aug-21,Free Travel,118F Newcastle,76
Aug-21,School Student,118F Newcastle,213
Aug-21,Senior/Pensioner,118F Newcastle,2780
Aug-21,Adult,F1 Manly,3953
Aug-21,CTP,F1 Manly,2656
Aug-21,Child/Youth,F1 Manly,84
Aug-21,Concession,F1 Manly,108
Aug-21,Employee,F1 Manly,66
Aug-21,Free Travel,F1 Manly,60
Aug-21,School Student,F1 Manly,16
Aug-21,Senior/Pensioner,F1 Manly,1573
Aug-21,Sgl Trip Ferry Adult,F1 Manly,30
Aug-21,Sgl Trip Ferry Child/Youth,F1 Manly,36
Aug-21,Adult,F2 Taronga Zoo,881
Aug-21,CTP,F2 Taronga Zoo,840
Aug-21,Child/Youth,F2 Taronga Zoo,55
Aug-21,Concession,F2 Taronga Zoo,44
Aug-21,Day Pass without SAF,F2 Taronga Zoo,2
Aug-21,Employee,F2 Taronga Zoo,2
Aug-21,Free Travel,F2 Taronga Zoo,1
Aug-21,School Student,F2 Taronga Zoo,1
Aug-21,Senior/Pensioner,F2 Taronga Zoo,437
Aug-21,Sgl Trip Ferry Adult,F2 Taronga Zoo,6
Aug-21,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,7
Aug-21,Adult,F3 Parramatta River,3064
Aug-21,CTP,F3 Parramatta River,2270
Aug-21,Child/Youth,F3 Parramatta River,174
Aug-21,Concession,F3 Parramatta River,135
Aug-21,Day Pass without SAF,F3 Parramatta River,1
Aug-21,Employee,F3 Parramatta River,139
Aug-21,Free Travel,F3 Parramatta River,5
Aug-21,School Student,F3 Parramatta River,46
Aug-21,Senior/Pensioner,F3 Parramatta River,1556
Aug-21,Sgl Trip Ferry Adult,F3 Parramatta River,21
Aug-21,Sgl Trip Ferry Child/Youth,F3 Parramatta River,11
Aug-21,Adult,F4 Pyrmont Bay,3305
Aug-21,CTP,F4 Pyrmont Bay,3768
Aug-21,Child/Youth,F4 Pyrmont Bay,302
Aug-21,Concession,F4 Pyrmont Bay,161
Aug-21,Employee,F4 Pyrmont Bay,239
Aug-21,Free Travel,F4 Pyrmont Bay,7
Aug-21,School Student,F4 Pyrmont Bay,5
Aug-21,Senior/Pensioner,F4 Pyrmont Bay,2497
Aug-21,Sgl Trip Ferry Adult,F4 Pyrmont Bay,48
Aug-21,Sgl Trip Ferry Child/Youth,F4 Pyrmont Bay,42
Aug-21,Adult,F5 Neutral Bay,1299
Aug-21,CTP,F5 Neutral Bay,1281
Aug-21,Child/Youth,F5 Neutral Bay,60
Aug-21,Concession,F5 Neutral Bay,82
Aug-21,Employee,F5 Neutral Bay,23
Aug-21,Free Travel,F5 Neutral Bay,2
Aug-21,Senior/Pensioner,F5 Neutral Bay,1090
Aug-21,Sgl Trip Ferry Adult,F5 Neutral Bay,19
Aug-21,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,5
Aug-21,Adult,F6 Mosman Bay,2187
Aug-21,CTP,F6 Mosman Bay,1323
Aug-21,Child/Youth,F6 Mosman Bay,127
Aug-21,Concession,F6 Mosman Bay,117
Aug-21,Employee,F6 Mosman Bay,44
Aug-21,Free Travel,F6 Mosman Bay,1
Aug-21,School Student,F6 Mosman Bay,31
Aug-21,Senior/Pensioner,F6 Mosman Bay,1153
Aug-21,Sgl Trip Ferry Adult,F6 Mosman Bay,8
Aug-21,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,14
Aug-21,Adult,F7 Double Bay,498
Aug-21,CTP,F7 Double Bay,626
Aug-21,Child/Youth,F7 Double Bay,41
Aug-21,Concession,F7 Double Bay,28
Aug-21,Employee,F7 Double Bay,1
Aug-21,School Student,F7 Double Bay,1
Aug-21,Senior/Pensioner,F7 Double Bay,259
Aug-21,Sgl Trip Ferry Adult,F7 Double Bay,2
Aug-21,Adult,F8 Cockatoo Island,1604
Aug-21,CTP,F8 Cockatoo Island,1226
Aug-21,Child/Youth,F8 Cockatoo Island,125
Aug-21,Concession,F8 Cockatoo Island,67
Aug-21,Employee,F8 Cockatoo Island,33
Aug-21,Free Travel,F8 Cockatoo Island,13
Aug-21,School Student,F8 Cockatoo Island,6
Aug-21,Senior/Pensioner,F8 Cockatoo Island,1165
Aug-21,Sgl Trip Ferry Adult,F8 Cockatoo Island,7
Aug-21,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,12
Aug-21,Adult,F9 Watsons Bay,2012
Aug-21,CTP,F9 Watsons Bay,2677
Aug-21,Child/Youth,F9 Watsons Bay,130
Aug-21,Concession,F9 Watsons Bay,71
Aug-21,Employee,F9 Watsons Bay,24
Aug-21,Free Travel,F9 Watsons Bay,4
Aug-21,School Student,F9 Watsons Bay,2
Aug-21,Senior/Pensioner,F9 Watsons Bay,949
Aug-21,Sgl Trip Ferry Adult,F9 Watsons Bay,31
Aug-21,Sgl Trip Ferry Child/Youth,F9 Watsons Bay,21
Sep-21,Adult,118F Newcastle,3327
Sep-21,CTP,118F Newcastle,3810
Sep-21,Child/Youth,118F Newcastle,1019
Sep-21,Concession,118F Newcastle,92
Sep-21,Employee,118F Newcastle,227
Sep-21,Free Travel,118F Newcastle,104
Sep-21,School Student,118F Newcastle,28
Sep-21,Senior/Pensioner,118F Newcastle,3189
Sep-21,Adult,F1 Manly,4700
Sep-21,CTP,F1 Manly,2985
Sep-21,Child/Youth,F1 Manly,156
Sep-21,Concession,F1 Manly,127
Sep-21,Employee,F1 Manly,131
Sep-21,Free Travel,F1 Manly,56
Sep-21,School Student,F1 Manly,14
Sep-21,Senior/Pensioner,F1 Manly,1750
Sep-21,Sgl Trip Ferry Adult,F1 Manly,30
Sep-21,Sgl Trip Ferry Child/Youth,F1 Manly,56
Sep-21,Adult,F2 Taronga Zoo,1142
Sep-21,CTP,F2 Taronga Zoo,1163
Sep-21,Child/Youth,F2 Taronga Zoo,175
Sep-21,Concession,F2 Taronga Zoo,42
Sep-21,Employee,F2 Taronga Zoo,4
Sep-21,Free Travel,F2 Taronga Zoo,6
Sep-21,Senior/Pensioner,F2 Taronga Zoo,778
Sep-21,Sgl Trip Ferry Adult,F2 Taronga Zoo,13
Sep-21,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,24
Sep-21,Adult,F3 Parramatta River,4065
Sep-21,CTP,F3 Parramatta River,3536
Sep-21,Child/Youth,F3 Parramatta River,581
Sep-21,Concession,F3 Parramatta River,194
Sep-21,Employee,F3 Parramatta River,116
Sep-21,Free Travel,F3 Parramatta River,34
Sep-21,School Student,F3 Parramatta River,23
Sep-21,Senior/Pensioner,F3 Parramatta River,2469
Sep-21,Sgl Trip Ferry Adult,F3 Parramatta River,31
Sep-21,Sgl Trip Ferry Child/Youth,F3 Parramatta River,52
Sep-21,Adult,F4 Pyrmont Bay,4874
Sep-21,CTP,F4 Pyrmont Bay,5476
Sep-21,Child/Youth,F4 Pyrmont Bay,1059
Sep-21,Concession,F4 Pyrmont Bay,218
Sep-21,Employee,F4 Pyrmont Bay,238
Sep-21,Free Travel,F4 Pyrmont Bay,24
Sep-21,School Student,F4 Pyrmont Bay,18
Sep-21,Senior/Pensioner,F4 Pyrmont Bay,4271
Sep-21,Sgl Trip Ferry Adult,F4 Pyrmont Bay,66
Sep-21,Sgl Trip Ferry Child/Youth,F4 Pyrmont Bay,120
Sep-21,Adult,F5 Neutral Bay,2027
Sep-21,CTP,F5 Neutral Bay,2043
Sep-21,Child/Youth,F5 Neutral Bay,236
Sep-21,Concession,F5 Neutral Bay,92
Sep-21,Employee,F5 Neutral Bay,33
Sep-21,Free Travel,F5 Neutral Bay,6
Sep-21,Senior/Pensioner,F5 Neutral Bay,1817
Sep-21,Sgl Trip Ferry Adult,F5 Neutral Bay,18
Sep-21,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,13
Sep-21,Adult,F6 Mosman Bay,2866
Sep-21,CTP,F6 Mosman Bay,1984
Sep-21,Child/Youth,F6 Mosman Bay,394
Sep-21,Concession,F6 Mosman Bay,125
Sep-21,Employee,F6 Mosman Bay,50
Sep-21,Free Travel,F6 Mosman Bay,8
Sep-21,School Student,F6 Mosman Bay,20
Sep-21,Senior/Pensioner,F6 Mosman Bay,2111
Sep-21,Sgl Trip Ferry Adult,F6 Mosman Bay,12
Sep-21,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,34
Sep-21,Adult,F7 Double Bay,965
Sep-21,CTP,F7 Double Bay,1143
Sep-21,Child/Youth,F7 Double Bay,153
Sep-21,Concession,F7 Double Bay,55
Sep-21,Employee,F7 Double Bay,5
Sep-21,Free Travel,F7 Double Bay,3
Sep-21,School Student,F7 Double Bay,5
Sep-21,Senior/Pensioner,F7 Double Bay,613
Sep-21,Sgl Trip Ferry Adult,F7 Double Bay,2
Sep-21,Sgl Trip Ferry Child/Youth,F7 Double Bay,2
Sep-21,Adult,F8 Cockatoo Island,2405
Sep-21,CTP,F8 Cockatoo Island,2031
Sep-21,Child/Youth,F8 Cockatoo Island,581
Sep-21,Concession,F8 Cockatoo Island,97
Sep-21,Employee,F8 Cockatoo Island,32
Sep-21,Free Travel,F8 Cockatoo Island,11
Sep-21,School Student,F8 Cockatoo Island,5
Sep-21,Senior/Pensioner,F8 Cockatoo Island,1901
Sep-21,Sgl Trip Ferry Adult,F8 Cockatoo Island,14
Sep-21,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,27
Sep-21,Adult,F9 Watsons Bay,2249
Sep-21,CTP,F9 Watsons Bay,2559
Sep-21,Child/Youth,F9 Watsons Bay,264
Sep-21,Concession,F9 Watsons Bay,72
Sep-21,Employee,F9 Watsons Bay,40
Sep-21,Free Travel,F9 Watsons Bay,20
Sep-21,School Student,F9 Watsons Bay,2
Sep-21,Senior/Pensioner,F9 Watsons Bay,1099
Sep-21,Sgl Trip Ferry Adult,F9 Watsons Bay,28
Sep-21,Sgl Trip Ferry Child/Youth,F9 Watsons Bay,39
Oct-21,Adult,118F Newcastle,5556
Oct-21,CTP,118F Newcastle,6654
Oct-21,Child/Youth,118F Newcastle,1372
Oct-21,Concession,118F Newcastle,204
Oct-21,Day Pass without SAF,118F Newcastle,1
Oct-21,Employee,118F Newcastle,253
Oct-21,Free Travel,118F Newcastle,191
Oct-21,School Student,118F Newcastle,327
Oct-21,Senior/Pensioner,118F Newcastle,5034
Oct-21,Adult,F1 Manly,25373
Oct-21,CTP,F1 Manly,21996
Oct-21,Child/Youth,F1 Manly,5561
Oct-21,Concession,F1 Manly,1835
Oct-21,Employee,F1 Manly,709
Oct-21,Free Travel,F1 Manly,213
Oct-21,School Student,F1 Manly,412
Oct-21,Senior/Pensioner,F1 Manly,18601
Oct-21,Sgl Trip Ferry Adult,F1 Manly,492
Oct-21,Sgl Trip Ferry Child/Youth,F1 Manly,527
Oct-21,Adult,F2 Taronga Zoo,6334
Oct-21,CTP,F2 Taronga Zoo,5518
Oct-21,Child/Youth,F2 Taronga Zoo,1463
Oct-21,Concession,F2 Taronga Zoo,407
Oct-21,Employee,F2 Taronga Zoo,73
Oct-21,Free Travel,F2 Taronga Zoo,30
Oct-21,School Student,F2 Taronga Zoo,114
Oct-21,Senior/Pensioner,F2 Taronga Zoo,3163
Oct-21,Sgl Trip Ferry Adult,F2 Taronga Zoo,171
Oct-21,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,129
Oct-21,Adult,F3 Parramatta River,22634
Oct-21,CTP,F3 Parramatta River,18399
Oct-21,Child/Youth,F3 Parramatta River,3695
Oct-21,Concession,F3 Parramatta River,1243
Oct-21,Day Pass without SAF,F3 Parramatta River,1
Oct-21,Employee,F3 Parramatta River,421
Oct-21,Free Travel,F3 Parramatta River,129
Oct-21,School Student,F3 Parramatta River,745
Oct-21,Senior/Pensioner,F3 Parramatta River,11426
Oct-21,Sgl Trip Ferry Adult,F3 Parramatta River,484
Oct-21,Sgl Trip Ferry Child/Youth,F3 Parramatta River,374
Oct-21,Adult,F4 Pyrmont Bay,19989
Oct-21,CTP,F4 Pyrmont Bay,22663
Oct-21,Child/Youth,F4 Pyrmont Bay,5419
Oct-21,Concession,F4 Pyrmont Bay,1679
Oct-21,Employee,F4 Pyrmont Bay,552
Oct-21,Free Travel,F4 Pyrmont Bay,118
Oct-21,School Student,F4 Pyrmont Bay,725
Oct-21,Senior/Pensioner,F4 Pyrmont Bay,11784
Oct-21,Sgl Trip Ferry Adult,F4 Pyrmont Bay,554
Oct-21,Sgl Trip Ferry Child/Youth,F4 Pyrmont Bay,624
Oct-21,Adult,F5 Neutral Bay,5300
Oct-21,CTP,F5 Neutral Bay,5060
Oct-21,Child/Youth,F5 Neutral Bay,487
Oct-21,Concession,F5 Neutral Bay,256
Oct-21,Employee,F5 Neutral Bay,53
Oct-21,Free Travel,F5 Neutral Bay,19
Oct-21,School Student,F5 Neutral Bay,62
Oct-21,Senior/Pensioner,F5 Neutral Bay,4032
Oct-21,Sgl Trip Ferry Adult,F5 Neutral Bay,57
Oct-21,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,59
Oct-21,Adult,F6 Mosman Bay,7791
Oct-21,CTP,F6 Mosman Bay,6960
Oct-21,Child/Youth,F6 Mosman Bay,895
Oct-21,Concession,F6 Mosman Bay,536
Oct-21,Employee,F6 Mosman Bay,118
Oct-21,Free Travel,F6 Mosman Bay,48
Oct-21,School Student,F6 Mosman Bay,141
Oct-21,Senior/Pensioner,F6 Mosman Bay,5478
Oct-21,Sgl Trip Ferry Adult,F6 Mosman Bay,113
Oct-21,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,119
Oct-21,Adult,F7 Double Bay,2162
Oct-21,CTP,F7 Double Bay,2772
Oct-21,Child/Youth,F7 Double Bay,261
Oct-21,Concession,F7 Double Bay,115
Oct-21,Employee,F7 Double Bay,15
Oct-21,Free Travel,F7 Double Bay,7
Oct-21,School Student,F7 Double Bay,12
Oct-21,Senior/Pensioner,F7 Double Bay,1513
Oct-21,Sgl Trip Ferry Adult,F7 Double Bay,29
Oct-21,Sgl Trip Ferry Child/Youth,F7 Double Bay,23
Oct-21,Adult,F8 Cockatoo Island,6021
Oct-21,CTP,F8 Cockatoo Island,5485
Oct-21,Child/Youth,F8 Cockatoo Island,1045
Oct-21,Concession,F8 Cockatoo Island,343
Oct-21,Employee,F8 Cockatoo Island,54
Oct-21,Free Travel,F8 Cockatoo Island,38
Oct-21,School Student,F8 Cockatoo Island,276
Oct-21,Senior/Pensioner,F8 Cockatoo Island,3720
Oct-21,Sgl Trip Ferry Adult,F8 Cockatoo Island,81
Oct-21,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,89
Oct-21,Adult,F9 Watsons Bay,11388
Oct-21,CTP,F9 Watsons Bay,13721
Oct-21,Child/Youth,F9 Watsons Bay,1561
Oct-21,Concession,F9 Watsons Bay,597
Oct-21,Employee,F9 Watsons Bay,146
Oct-21,Free Travel,F9 Watsons Bay,87
Oct-21,School Student,F9 Watsons Bay,139
Oct-21,Senior/Pensioner,F9 Watsons Bay,6497
Oct-21,Sgl Trip Ferry Adult,F9 Watsons Bay,176
Oct-21,Sgl Trip Ferry Child/Youth,F9 Watsons Bay,155
Nov-21,Adult,118F Newcastle,7151
Nov-21,CTP,118F Newcastle,8520
Nov-21,Child/Youth,118F Newcastle,1135
Nov-21,Concession,118F Newcastle,331
Nov-21,Employee,118F Newcastle,219
Nov-21,Free Travel,118F Newcastle,262
Nov-21,School Student,118F Newcastle,861
Nov-21,Senior/Pensioner,118F Newcastle,6848
Nov-21,Adult,F1 Manly,30948
Nov-21,CTP,F1 Manly,28490
Nov-21,Child/Youth,F1 Manly,4686
Nov-21,Concession,F1 Manly,2140
Nov-21,Day Pass without SAF,F1 Manly,2
Nov-21,Employee,F1 Manly,707
Nov-21,Free Travel,F1 Manly,292
Nov-21,School Student,F1 Manly,1049
Nov-21,Senior/Pensioner,F1 Manly,25167
Nov-21,Sgl Trip Ferry Adult,F1 Manly,1157
Nov-21,Sgl Trip Ferry Child/Youth,F1 Manly,596
Nov-21,Adult,F2 Taronga Zoo,9883
Nov-21,CTP,F2 Taronga Zoo,9166
Nov-21,Child/Youth,F2 Taronga Zoo,1921
Nov-21,Concession,F2 Taronga Zoo,728
Nov-21,Employee,F2 Taronga Zoo,151
Nov-21,Free Travel,F2 Taronga Zoo,63
Nov-21,School Student,F2 Taronga Zoo,535
Nov-21,Senior/Pensioner,F2 Taronga Zoo,5638
Nov-21,Sgl Trip Ferry Adult,F2 Taronga Zoo,484
Nov-21,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,281
Nov-21,Adult,F3 Parramatta River,34311
Nov-21,CTP,F3 Parramatta River,27796
Nov-21,Child/Youth,F3 Parramatta River,3551
Nov-21,Concession,F3 Parramatta River,1636
Nov-21,Employee,F3 Parramatta River,584
Nov-21,Free Travel,F3 Parramatta River,153
Nov-21,School Student,F3 Parramatta River,2408
Nov-21,Senior/Pensioner,F3 Parramatta River,17869
Nov-21,Sgl Trip Ferry Adult,F3 Parramatta River,732
Nov-21,Sgl Trip Ferry Child/Youth,F3 Parramatta River,441
Nov-21,Adult,F4 Pyrmont Bay,22480
Nov-21,CTP,F4 Pyrmont Bay,24021
Nov-21,Child/Youth,F4 Pyrmont Bay,4727
Nov-21,Concession,F4 Pyrmont Bay,1527
Nov-21,Employee,F4 Pyrmont Bay,631
Nov-21,Free Travel,F4 Pyrmont Bay,120
Nov-21,School Student,F4 Pyrmont Bay,1830
Nov-21,Senior/Pensioner,F4 Pyrmont Bay,14217
Nov-21,Sgl Trip Ferry Adult,F4 Pyrmont Bay,940
Nov-21,Sgl Trip Ferry Child/Youth,F4 Pyrmont Bay,622
Nov-21,Adult,F5 Neutral Bay,7876
Nov-21,CTP,F5 Neutral Bay,6965
Nov-21,Child/Youth,F5 Neutral Bay,404
Nov-21,Concession,F5 Neutral Bay,390
Nov-21,Employee,F5 Neutral Bay,80
Nov-21,Free Travel,F5 Neutral Bay,43
Nov-21,School Student,F5 Neutral Bay,236
Nov-21,Senior/Pensioner,F5 Neutral Bay,5652
Nov-21,Sgl Trip Ferry Adult,F5 Neutral Bay,116
Nov-21,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,63
Nov-21,Adult,F6 Mosman Bay,10932
Nov-21,CTP,F6 Mosman Bay,9009
Nov-21,Child/Youth,F6 Mosman Bay,761
Nov-21,Concession,F6 Mosman Bay,739
Nov-21,Employee,F6 Mosman Bay,175
Nov-21,Free Travel,F6 Mosman Bay,72
Nov-21,School Student,F6 Mosman Bay,482
Nov-21,Senior/Pensioner,F6 Mosman Bay,7280
Nov-21,Sgl Trip Ferry Adult,F6 Mosman Bay,220
Nov-21,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,124
Nov-21,Adult,F7 Double Bay,2901
Nov-21,CTP,F7 Double Bay,4270
Nov-21,Child/Youth,F7 Double Bay,189
Nov-21,Concession,F7 Double Bay,102
Nov-21,Employee,F7 Double Bay,9
Nov-21,Free Travel,F7 Double Bay,5
Nov-21,School Student,F7 Double Bay,49
Nov-21,Senior/Pensioner,F7 Double Bay,1848
Nov-21,Sgl Trip Ferry Adult,F7 Double Bay,50
Nov-21,Sgl Trip Ferry Child/Youth,F7 Double Bay,30
Nov-21,Adult,F8 Cockatoo Island,8128
Nov-21,CTP,F8 Cockatoo Island,7189
Nov-21,Child/Youth,F8 Cockatoo Island,948
Nov-21,Concession,F8 Cockatoo Island,322
Nov-21,Employee,F8 Cockatoo Island,84
Nov-21,Free Travel,F8 Cockatoo Island,54
Nov-21,School Student,F8 Cockatoo Island,768
Nov-21,Senior/Pensioner,F8 Cockatoo Island,4946
Nov-21,Sgl Trip Ferry Adult,F8 Cockatoo Island,139
Nov-21,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,91
Nov-21,Adult,F9 Watsons Bay,15241
Nov-21,CTP,F9 Watsons Bay,19789
Nov-21,Child/Youth,F9 Watsons Bay,1370
Nov-21,Concession,F9 Watsons Bay,782
Nov-21,Employee,F9 Watsons Bay,199
